EVENT_TIME	EVENT_COUNT		Site creation (site.add) events per hour:
1/10/2005 12:00	4
1/10/2005 13:00	12
1/10/2005 14:00	29
1/10/2005 15:00	26
1/10/2005 16:00	30
1/10/2005 17:00	15
1/10/2005 18:00	1
1/10/2005 20:00	5
1/10/2005 21:00	13
1/10/2005 22:00	10
1/11/2005 0:00	9
1/11/2005 1:00	9
1/11/2005 4:00	11
1/11/2005 13:00	18
1/11/2005 14:00	29
1/11/2005 15:00	51
1/11/2005 16:00	47
1/11/2005 17:00	66
1/11/2005 18:00	72
1/11/2005 19:00	46
1/11/2005 20:00	57
1/11/2005 21:00	54
1/11/2005 22:00	37
1/11/2005 23:00	36
1/12/2005 0:00	35
1/12/2005 1:00	37
1/12/2005 2:00	43
1/12/2005 3:00	36
1/12/2005 4:00	26
1/12/2005 5:00	18
1/12/2005 6:00	11
1/12/2005 7:00	4
1/12/2005 9:00	3
1/12/2005 11:00	2
1/12/2005 12:00	6
1/12/2005 13:00	13
1/12/2005 14:00	22
1/12/2005 15:00	29
1/12/2005 16:00	37
1/12/2005 17:00	46
1/12/2005 18:00	35
1/12/2005 19:00	49
1/12/2005 20:00	31
1/12/2005 21:00	33
1/12/2005 22:00	16
1/12/2005 23:00	22
1/13/2005 0:00	19
1/13/2005 1:00	28
1/13/2005 2:00	22
1/13/2005 3:00	27
1/13/2005 4:00	17
1/13/2005 5:00	14
1/13/2005 6:00	5
1/13/2005 7:00	1
1/13/2005 11:00	1
1/13/2005 12:00	1
1/13/2005 13:00	9
1/13/2005 14:00	12
1/13/2005 15:00	29
1/13/2005 16:00	38
1/13/2005 17:00	27
1/13/2005 18:00	37
1/13/2005 19:00	21
1/13/2005 20:00	9
1/13/2005 21:00	13
1/13/2005 22:00	16
1/13/2005 23:00	5
1/14/2005 0:00	12
1/14/2005 1:00	10
1/14/2005 3:00	11
1/14/2005 4:00	16
1/14/2005 5:00	6
1/14/2005 6:00	4
1/14/2005 7:00	1
1/14/2005 10:00	1
1/14/2005 12:00	2
1/14/2005 13:00	7
1/14/2005 14:00	8
1/14/2005 15:00	18
1/14/2005 16:00	2
1/14/2005 17:00	3
1/14/2005 18:00	11
1/14/2005 19:00	18
1/14/2005 20:00	21
1/14/2005 21:00	11
1/14/2005 22:00	11
1/14/2005 23:00	4
1/15/2005 0:00	4
1/15/2005 1:00	5
1/15/2005 2:00	3
1/15/2005 4:00	3
1/15/2005 5:00	4
1/15/2005 6:00	1
1/15/2005 14:00	4
1/15/2005 15:00	2
1/15/2005 16:00	5
1/15/2005 17:00	2
1/15/2005 18:00	6
1/15/2005 19:00	7
1/15/2005 20:00	7
1/15/2005 21:00	10
1/15/2005 22:00	3
1/15/2005 23:00	3
1/16/2005 0:00	2
1/16/2005 1:00	3
1/16/2005 2:00	2
1/16/2005 3:00	3
1/16/2005 4:00	4
1/16/2005 5:00	4
1/16/2005 6:00	1
1/16/2005 7:00	1
1/16/2005 9:00	1
1/16/2005 13:00	2
1/16/2005 14:00	1
1/16/2005 15:00	3
1/16/2005 16:00	4
1/16/2005 17:00	5
1/16/2005 18:00	6
1/16/2005 19:00	6
1/16/2005 20:00	7
1/16/2005 21:00	8
1/16/2005 22:00	13
1/16/2005 23:00	3
1/17/2005 0:00	8
1/17/2005 1:00	9
1/17/2005 2:00	5
1/17/2005 3:00	4
1/17/2005 4:00	3
1/17/2005 5:00	1
1/17/2005 6:00	1
1/17/2005 7:00	4
1/17/2005 10:00	1
1/17/2005 11:00	1
1/17/2005 13:00	1
1/17/2005 14:00	8
1/17/2005 15:00	14
1/17/2005 16:00	13
1/17/2005 17:00	23
1/17/2005 18:00	13
1/17/2005 19:00	17
1/17/2005 20:00	13
1/17/2005 21:00	26
1/17/2005 22:00	12
1/17/2005 23:00	12
1/18/2005 0:00	13
1/18/2005 1:00	12
1/18/2005 2:00	9
1/18/2005 3:00	14
1/18/2005 4:00	13
1/18/2005 5:00	7
1/18/2005 6:00	4
1/18/2005 7:00	1
1/18/2005 8:00	1
1/18/2005 12:00	2
1/18/2005 13:00	2
1/18/2005 14:00	13
1/18/2005 15:00	20
1/18/2005 16:00	26
1/18/2005 17:00	20
1/18/2005 18:00	25
1/18/2005 19:00	16
1/18/2005 20:00	27
1/18/2005 21:00	25
1/18/2005 22:00	8
1/18/2005 23:00	11
1/19/2005 0:00	18
1/19/2005 1:00	19
1/19/2005 2:00	8
1/19/2005 3:00	11
1/19/2005 4:00	8
1/19/2005 5:00	9
1/19/2005 6:00	2
1/19/2005 7:00	2
1/19/2005 8:00	1
1/19/2005 9:00	3
1/19/2005 11:00	1
1/19/2005 12:00	1
1/19/2005 13:00	2
1/19/2005 14:00	10
1/19/2005 15:00	18
1/19/2005 16:00	21
1/19/2005 17:00	11
1/19/2005 18:00	15
1/19/2005 19:00	27
1/19/2005 20:00	21
1/19/2005 21:00	16
1/19/2005 22:00	12
1/19/2005 23:00	10
1/20/2005 0:00	7
1/20/2005 1:00	7
1/20/2005 2:00	12
1/20/2005 3:00	10
1/20/2005 4:00	10
1/20/2005 5:00	4
1/20/2005 6:00	2
1/20/2005 7:00	1
1/20/2005 9:00	1
1/20/2005 10:00	1
1/20/2005 12:00	1
1/20/2005 13:00	4
1/20/2005 14:00	5
1/20/2005 15:00	14
1/20/2005 16:00	13
1/20/2005 17:00	12
1/20/2005 18:00	22
1/20/2005 19:00	17
1/20/2005 20:00	2
1/20/2005 21:00	12
1/20/2005 22:00	13
1/20/2005 23:00	3
1/21/2005 0:00	8
1/21/2005 1:00	12
1/21/2005 2:00	5
1/21/2005 3:00	5
1/21/2005 4:00	2
1/21/2005 5:00	2
1/21/2005 6:00	1
1/21/2005 13:00	5
1/21/2005 14:00	2
1/21/2005 15:00	5
1/21/2005 16:00	10
1/21/2005 17:00	5
1/21/2005 18:00	17
1/21/2005 19:00	14
1/21/2005 20:00	7
1/21/2005 21:00	4
1/21/2005 22:00	8
1/21/2005 23:00	1
1/22/2005 0:00	2
1/22/2005 1:00	3
1/22/2005 2:00	1
1/22/2005 3:00	1
1/22/2005 6:00	1
1/22/2005 7:00	1
1/22/2005 13:00	1
1/22/2005 14:00	1
1/22/2005 17:00	1
1/22/2005 18:00	2
1/22/2005 20:00	5
1/22/2005 21:00	3
1/22/2005 22:00	1
1/22/2005 23:00	2
1/23/2005 0:00	3
1/23/2005 1:00	4
1/23/2005 2:00	2
1/23/2005 3:00	2
1/23/2005 4:00	2
1/23/2005 5:00	2
1/23/2005 8:00	1
1/23/2005 12:00	2
1/23/2005 14:00	1
1/23/2005 15:00	3
1/23/2005 16:00	1
1/23/2005 17:00	5
1/23/2005 18:00	2
1/23/2005 19:00	9
1/23/2005 20:00	7
1/23/2005 21:00	4
1/23/2005 22:00	7
1/23/2005 23:00	7
1/24/2005 0:00	9
1/24/2005 1:00	9
1/24/2005 2:00	5
1/24/2005 3:00	7
1/24/2005 4:00	2
1/24/2005 5:00	2
1/24/2005 6:00	2
1/24/2005 12:00	1
1/24/2005 13:00	2
1/24/2005 14:00	12
1/24/2005 15:00	13
1/24/2005 16:00	17
1/24/2005 17:00	12
1/24/2005 18:00	12
1/24/2005 19:00	15
1/24/2005 20:00	18
1/24/2005 21:00	13
1/24/2005 22:00	12
1/24/2005 23:00	20
1/25/2005 0:00	10
1/25/2005 1:00	6
1/25/2005 2:00	12
1/25/2005 3:00	5
1/25/2005 4:00	8
1/25/2005 5:00	6
1/25/2005 6:00	3
1/25/2005 8:00	1
1/25/2005 9:00	1
1/25/2005 11:00	2
1/25/2005 12:00	3
1/25/2005 13:00	4
1/25/2005 14:00	13
1/25/2005 15:00	7
1/25/2005 16:00	8
1/25/2005 17:00	7
1/25/2005 18:00	7
1/25/2005 19:00	7
1/25/2005 20:00	13
1/25/2005 21:00	14
1/25/2005 22:00	5
1/25/2005 23:00	7
1/26/2005 0:00	15
1/26/2005 1:00	3
1/26/2005 2:00	9
1/26/2005 3:00	3
1/26/2005 4:00	7
1/26/2005 5:00	3
1/26/2005 6:00	1
1/26/2005 7:00	1
1/26/2005 8:00	1
1/26/2005 9:00	1
1/26/2005 12:00	2
1/26/2005 14:00	3
1/26/2005 15:00	2
1/26/2005 16:00	12
1/26/2005 17:00	7
1/26/2005 18:00	17
1/26/2005 19:00	9
1/26/2005 20:00	12
1/26/2005 21:00	8
1/26/2005 22:00	8
1/26/2005 23:00	3
1/27/2005 0:00	6
1/27/2005 1:00	4
1/27/2005 2:00	3
1/27/2005 3:00	3
1/27/2005 4:00	7
1/27/2005 5:00	4
1/27/2005 7:00	1
1/27/2005 8:00	1
1/27/2005 11:00	1
1/27/2005 12:00	1
1/27/2005 13:00	4
1/27/2005 14:00	7
1/27/2005 15:00	6
1/27/2005 16:00	17
1/27/2005 17:00	9
1/27/2005 18:00	17
1/27/2005 19:00	10
1/27/2005 20:00	13
1/27/2005 21:00	7
1/27/2005 22:00	17
1/27/2005 23:00	3
1/28/2005 0:00	4
1/28/2005 1:00	1
1/28/2005 3:00	2
1/28/2005 4:00	6
1/28/2005 13:00	2
1/28/2005 14:00	3
1/28/2005 15:00	5
1/28/2005 16:00	4
1/28/2005 17:00	5
1/28/2005 18:00	6
1/28/2005 19:00	7
1/28/2005 20:00	3
1/28/2005 21:00	8
1/28/2005 22:00	2
1/28/2005 23:00	6
1/29/2005 0:00	3
1/29/2005 1:00	1
1/29/2005 2:00	9
1/29/2005 3:00	2
1/29/2005 4:00	1
1/29/2005 6:00	1
1/29/2005 14:00	2
1/29/2005 15:00	4
1/29/2005 16:00	1
1/29/2005 17:00	3
1/29/2005 18:00	7
1/29/2005 19:00	4
1/29/2005 20:00	3
1/29/2005 21:00	2
1/29/2005 22:00	4
1/30/2005 0:00	2
1/30/2005 1:00	1
1/30/2005 2:00	2
1/30/2005 3:00	1
1/30/2005 4:00	2
1/30/2005 5:00	1
1/30/2005 9:00	1
1/30/2005 14:00	2
1/30/2005 15:00	1
1/30/2005 16:00	3
1/30/2005 17:00	8
1/30/2005 18:00	4
1/30/2005 19:00	6
1/30/2005 20:00	3
1/30/2005 21:00	3
1/30/2005 22:00	7
1/30/2005 23:00	6
